URL,star labels,star percentages
https://fr.trustpilot.com/review/color-box.eu,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['90%', '6%', '3%', '1%', '0%']"
https://fr.trustpilot.com/review/sweetlabel.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['89%', '5%', '2%', '3%', '1%']"
https://fr.trustpilot.com/review/atelierbox.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['94%', '4%', '1%', '0%', '1%']"
https://fr.trustpilot.com/review/managersenmission.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['82%', '16%', '2%', '0%', '0%']"
https://fr.trustpilot.com/review/toute-belle.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['88%', '8%', '2%', '2%', '0%']"
https://fr.trustpilot.com/review/delight-cbd.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['96%', '4%', '0%', '0%', '0%']"
https://fr.trustpilot.com/review/shop.enesco.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['92%', '4%', '2%', '0%', '2%']"
https://fr.trustpilot.com/review/accu66.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['92%', '2%', '2%', '2%', '2%']"
https://fr.trustpilot.com/review/eco-dome.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['93%', '7%', '0%', '0%', '0%']"
https://fr.trustpilot.com/review/dsproducts.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['91%', '7%', '2%', '0%', '0%']"
https://fr.trustpilot.com/review/pdlv.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['98%', '0%', '2%', '0%', '0%']"
https://fr.trustpilot.com/review/fenetre123.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['93%', '7%', '0%', '0%', '0%']"
https://fr.trustpilot.com/review/lesaventuriersdubiscuit.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['95%', '5%', '0%', '0%', '0%']"
https://fr.trustpilot.com/review/azivko.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['94%', '6%', '0%', '0%', '0%']"
https://fr.trustpilot.com/review/ballad.club,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['94%', '6%', '0%', '0%', '0%']"
https://fr.trustpilot.com/review/cashlee.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['97%', '0%', '3%', '0%', '0%']"
https://fr.trustpilot.com/review/bureau.navailles.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['91%', '9%', '0%', '0%', '0%']"
https://fr.trustpilot.com/review/rapidoprinting.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['100%', '0%', '0%', '0%', '0%']"
https://fr.trustpilot.com/review/www.c-monetiquette.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['80%', '11%', '3%', '2%', '4%']"
https://fr.trustpilot.com/review/ludilabel.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['84%', '11%', '2%', '1%', '2%']"
https://fr.trustpilot.com/review/cartonmarket.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['76%', '13%', '5%', '2%', '4%']"
https://fr.trustpilot.com/review/www.topachat.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['78%', '10%', '3%', '2%', '7%']"
https://fr.trustpilot.com/review/www.esistmeins.de,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['83%', '9%', '3%', '2%', '3%']"
https://fr.trustpilot.com/review/plaquedeces.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['76%', '13%', '5%', '2%', '4%']"
https://fr.trustpilot.com/review/papernest.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['85%', '6%', '<1%', '<1%', '7%']"
https://fr.trustpilot.com/review/eset.com/fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['77%', '16%', '4%', '1%', '2%']"
https://fr.trustpilot.com/review/www.annonces-legales.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['75%', '17%', '3%', '2%', '3%']"
https://fr.trustpilot.com/review/www.paysdesenveloppes.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['77%', '13%', '5%', '2%', '3%']"
https://fr.trustpilot.com/review/123kugellager.de,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['84%', '7%', '3%', '2%', '4%']"
https://fr.trustpilot.com/review/stickerapp.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['84%', '8%', '2%', '2%', '4%']"
https://fr.trustpilot.com/review/materiel-grand-format.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['78%', '14%', '3%', '1%', '4%']"
https://fr.trustpilot.com/review/staffmatch.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['76%', '15%', '4%', '1%', '4%']"
https://fr.trustpilot.com/review/eco-notebk.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['76%', '18%', '4%', '1%', '1%']"
https://fr.trustpilot.com/review/papiertigre.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['83%', '9%', '4%', '2%', '2%']"
https://fr.trustpilot.com/review/123bearing.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['84%', '5%', '2%', '1%', '8%']"
https://fr.trustpilot.com/review/stefanodesign.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['77%', '14%', '3%', '2%', '4%']"
https://fr.trustpilot.com/review/www.legimetrie.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['82%', '10%', '2%', '2%', '4%']"
https://fr.trustpilot.com/review/moneywalkie.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['77%', '14%', '4%', '2%', '3%']"
https://fr.trustpilot.com/review/sensilia.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['77%', '14%', '4%', '2%', '3%']"
https://fr.trustpilot.com/review/autotabac.fr,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['81%', '13%', '3%', '1%', '2%']"
https://fr.trustpilot.com/review/best-hygiene.com,"['5 étoiles', '4 étoiles', '3 étoiles', '2 étoiles', '1 étoile']","['83%', '11%', '2%', '1%', '3%']"
